"";"datosPablo.X1";"datosPablo.X2";"datosPablo.X3";"datosPablo.X4";"datosPablo.X5";"datosPablo.Y"
"1";0,0848738513886929;0,47616815347278;3,49323182156975;0,358124515727866;2,66277967486531;0,25078421989997
"2";0,848589692963287;-0,0503022045800479;1,55703727678219;1,03581778496662;1,09742177370936;0,17774775664295
"3";0,984697601059452;-0,18056075723862;2,12606913764749;1,17463630886996;1,54478131281212;0,189722794973387
"4";0,950657128589228;-1,41498824845971;1,19253009365526;0,264294401736379;2,27950119413435;-1,44366234385703
"5";0,163624024251476;-1,03778564198192;1,92878025669473;-1,04495162641319;1,54974467353895;-0,651779840643199
"6";0,234524419298396;1,02342888289357;1,03556444573465;0,741979670871011;1,9344225381501;0,147913031864968
"7";0,272287462605163;0,740941692405395;1,03066614410591;3,27745084357052;2,60351919103414;0,0173673876893248
"8";0,888084621867165;2,05988748351398;1,24560773320537;0,189788246500292;1,18705262150615;0,0906941453074731
"9";0,858846033923328;0,19172040438749;2,14357357259482;-0,0135007090012322;2,4762975811027;0,43207443289252
"10";0,805673834867775;1,65546833670688;1,75063513913689;0,919541732536368;1,61492444900796;0,077644117614345
"11";0,454313855152577;1,64828288071126;2,78596099340409;0,0426941401382166;2,62743496242911;0,251366602913301
"12";0,453095106408;-0,0958456402703429;2,31451232431234;0,266327186490355;2,09192843129858;0,357551923329385
"13";0,562256978126243;1,07875936396155;1,12159758972018;1,1438064124079;1,62830828782171;0,0916359637685435
"14";0,263916825642809;0,532833604072341;1,77538837260498;-0,185240311063462;1,04885292053223;0,75074194180323
"15";0,502456787740812;0,160148105932154;1,40570436129579;0,98521096962819;1,8482478922233;0,146120977238241
"16";0,67000700137578;-1,64046268675709;1,45518752913751;1,79288480887374;1,40127997333184;0,120233826489834
"17";0,449716481147334;-0,542379223409911;51,4427310124991;1,65221793736516;2,70884007727727;0,0927370604894623
"18";0,599734274670482;1,05865857344771;1,07231312787216;-1,52886176428283;2,6443242370151;0,25268955931988
"19";0,110796561231837;1,99439965344137;4,99200169006405;0,531476180012907;2,39594901632518;0,143818271923049
"20";0,8061432025861;0,0184181738349854;4,37283501631511;1,11701854363064;2,42550801485777;0,151558074141547
"21";0,74751258851029;-0,187718599520514;3,33625567164579;1,01124293587983;2,40281795756891;0,159709916695006
"22";0,159218332264572;-1,10598398016049;1,26330356613329;1,04865387403705;1,78387001669034;0,134628235175166
"23";0,52533100428991;-0,585392355345527;2,13778732451238;-0,743597734636133;1,87508049188182;-1,98959164015742
"24";0,634514677571133;-1,28332539540542;1,98433663065185;0,874904105255761;2,81666246196255;0,339716156266732
"25";0,663096952484921;-1,29895646886916;2,33968814468364;0,463298395040857;1,34974951576442;-0,629449662478315
"26";0,553012404358014;0,189566220069384;2,52023152148496;1,01951866459685;1,39777901349589;0,125735175723337
"27";0,538131481269374;0,679564903791827;1,9046813332666;0,687401336811398;2,43834506906569;0,139342886030675
"28";0,731904710410163;0,416798339746528;2,09534416713225;1,37978949406456;1,96378344483674;0,0917619473259114
"29";0,957752502290532;-0,180294718990418;4,05516944918462;1,68932614890745;1,70225442387164;0,105956911062599
"30";0,717363360105082;0,192664698934207;1,08082641743522;-0,219384190142372;1,10583662381396;0,480926971641571
"31";0,949702329235151;0,613817791603697;1,42439471244698;0,975938186716508;2,53109133942053;0,100517788874647
"32";0,295911156572402;-0,280814887857768;4,14183209188035;2,35249211393057;2,65410236222669;0,0468148472131664
"33";0,575071168830618;0,481697144226277;3,68796174791875;-0,844291855407087;1,75750883389264;0,30175999584432
"34";0,565071108285338;0,23737430669425;22,4043252831293;2,14116076676146;2,85630400525406;0,0559093259617588
"35";0,849269782425836;0,732439652350144;1,81191545372069;-0,433928761567545;1,19620182132348;0,290144795933963
"36";0,961336117004976;1,23975480664185;2,20946839812821;1,61227178493097;1,77230194211006;0,0583444156367019
"37";0,409749279497191;-0,809274948055681;7,19266149884545;2,29010154262508;1,99449410662055;0,0509317398738077
"38";0,0581479542888701;0,00584435338092689;2,11365524054001;-0,168297888630292;1,40355890197679;2,58964824374156
"39";0,245865980163217;0,105254308814409;1,43939510348636;1,13033677811925;1,60238720662892;0,141515437292235
"40";0,583292941562831;1,54237575540483;10,9135977859747;1,88804324347969;2,68352965312079;0,049864799226167
"41";0,799542340217158;-0,494088330731431;2,78469011594331;3,21085048397386;2,60059495735914;0,0197478607227139
"42";0,9807659748476;-0,149545160879012;1,02015083663239;0,656848622391412;1,42327555455267;0,735955637817828
"43";0,52742088935338;-0,259501276901985;12,1416630374502;2,13373863254721;1,35244626319036;0,0540501305040863
"44";0,638182652881369;-1,00633478353897;1,0967164328855;0,741319480249419;1,46444126497954;0,432459922958762
"45";0,413938095327467;-0,533617975905588;17,8494512209891;0,95534432270174;1,67497429437935;0,330382497996591
"46";0,316509113414213;0,671698290930995;25,0292996319727;0,0547155527244865;1,9073796342127;0,563061902072163
"47";0,644576255232096;0,865924905794109;2,23336996944235;1,67015490883818;2,65755949774757;0,0651886641586789
"48";0,715654987376183;-0,536237553886811;2,67429883035322;2,31467483094853;2,15187213290483;0,050103424438327
"49";0,479475452564657;1,815490297463;1,81226427918973;-0,0667384670231501;2,66498562833294;0,173792163103595
"50";0,722451112465933;0,204632630205241;1,51699505003042;1,30264571063307;2,60572773450986;0,115048253700453
"51";0,715152086457238;-0,615761629127188;1,74611717266989;1,37027592808081;2,05107911303639;0,180243609443869
"52";0,759560460224748;-1,61339258960268;3,34589834012124;0,926344672015476;2,92976131569594;-4,16853077855593
"53";0,0672529153525829;-0,106635351866208;1,15070461108194;0,439578341617758;1,46931886998937;0,461150237757453
"54";0,700074480380863;-1,1923473019417;1,69723181272413;0,137564494747652;2,91992783267051;-1,14286969688219
"55";0,180894938064739;-0,532478808857706;1,28345263822174;1,44506151929482;1,31579354312271;0,0977578081460629
"56";0,0336051457561553;1,25485592303676;3,10229381884522;-0,143937368063449;1,73168986849487;0,529209531348102
"57";0,276571422815323;0,558096066054331;1,73006169995628;0,456717984196693;2,97618053900078;0,212651967509736
"58";0,836371612269431;-0,589417897391574;1,43918609501514;-0,280121255791439;1,63800743129104;-2,44108980986342
"59";0,96121160290204;-0,136392253962448;106,027935105176;1,43856991560301;2,58064972842112;0,104492478252926
"60";0,167611570563167;-0,150105399067454;1,87016318684465;0,883269064038894;1,29829635284841;0,188166264419122
"61";0,471739043015987;-0,594513738366723;2,44433645826932;0,059295584190419;2,03762060776353;0,577984642321741
"62";0,652611653786153;-0,386490872963436;1,07093684549115;1,52623123922048;1,3433260335587;0,113098588859093
"63";0,815984102431685;1,37949618417343;3,03682897161933;1,23839027053865;2,9719280176796;0,0731962914879963
"64";0,942342037335038;1,06452449900171;3,34214732590021;1,33809411443339;1,9710882040672;0,0695725965221819
"65";0,105988018447533;0,574575053628969;1,03846471173144;2,19574144349316;1,75564028415829;0,0518672694208011
"66";0,711963583482429;0,954815471191944;5,73049153279139;0,109153836832815;1,85473196813837;0,226236427668182
